t,T1,Q1
1342,50.515,1.0
1343,50.676,1.0
1344,50.547,1.0
1345,50.805,1.0
1346,50.966,1.0
1347,51.063,1.0
1348,51.481,1.0
1349,51.32,1.0
1350,51.385,1.0
1351,51.288,1.0
1352,51.417,1.0
1353,51.61,1.0
1354,51.707,1.0
1355,51.9,1.0
1356,51.739,1.0
1357,51.739,1.0
1358,51.965,1.0
1359,51.965,1.0
1360,52.287,1.0
1361,52.126,1.0
1362,52.158,1.0
1363,52.223,1.0
1364,52.158,1.0
1365,52.448,1.0
1366,52.287,1.0
1367,52.577,1.0
1368,52.642,1.0
1369,52.642,1.0
1370,52.899,1.0
1371,53.061,1.0
1372,53.061,1.0
1373,52.899,1.0
1374,53.061,1.0
1375,53.125,1.0
1376,53.351,1.0
1377,53.383,1.0
1378,53.544,1.0
1379,53.737,1.0
1380,53.705,1.0
1381,53.866,1.0
1382,53.898,1.0
1383,54.221,1.0
1384,54.253,1.0
1385,54.092,1.0
1386,54.285,1.0
1387,54.479,1.0
1388,54.704,1.0
1389,54.479,1.0
1390,54.575,1.0
1391,54.833,1.0
1392,54.865,1.0
1393,55.026,1.0
1394,54.962,1.0
1395,55.123,1.0
1396,55.22,1.0
1397,55.091,1.0
1398,55.22,1.0
1399,55.381,1.0
1400,55.381,1.0
1401,55.316,1.0
1402,55.735,1.0
1403,55.735,1.0
1404,55.8,1.0
1405,56.154,1.0
1406,55.929,1.0
1407,56.219,1.0
1408,56.025,1.0
1409,55.961,1.0
1410,56.025,1.0
1411,56.122,1.0
1412,56.348,1.0
1413,56.251,1.0
1414,56.509,1.0
1415,56.025,1.0
1416,56.477,1.0
1417,56.734,1.0
1418,56.477,1.0
1419,56.412,1.0
1420,56.477,1.0
1421,56.412,1.0
1422,56.38,1.0
1423,56.573,1.0
1424,56.477,1.0
1425,56.444,1.0
1426,56.702,1.0
1427,56.477,1.0
1428,56.767,1.0
1429,56.767,1.0
1430,56.702,1.0
1431,56.67,1.0
1432,56.509,1.0
1433,56.638,1.0
1434,56.767,1.0
1435,56.702,1.0
1436,56.831,1.0
1437,56.573,1.0
1438,56.831,1.0
1439,56.831,1.0
1440,56.638,1.0
1441,56.638,1.0
1442,56.638,1.0
1443,56.799,1.0
1444,56.702,1.0
1445,56.992,1.0
1446,56.96,1.0
1447,57.25,1.0
1448,57.314,1.0
1449,57.186,1.0
1450,57.314,1.0
1451,57.379,1.0
1452,57.379,1.0
1453,57.443,1.0
1454,57.733,1.0
1455,57.153,0.0
1456,57.282,0.0
1457,57.314,0.0
1458,57.314,0.0
1459,57.314,0.0
1460,57.443,0.0
1461,57.476,0.0
1462,57.637,0.0
1463,57.572,0.0
1464,57.54,0.0
1465,57.604,0.0
1466,57.508,0.0
1467,57.411,0.0
1468,57.476,0.0
1469,57.476,0.0
1470,57.314,0.0
1471,57.314,0.0
1472,57.314,0.0
1473,57.314,0.0
1474,57.282,0.0
1475,57.25,0.0
1476,56.992,0.0
1477,56.992,0.0
1478,56.896,0.0
1479,56.702,0.0
1480,56.67,0.0
1481,56.638,0.0
1482,56.315,0.0
1483,56.283,0.0
1484,56.025,0.0
1485,55.768,0.0
1486,55.703,0.0
1487,55.606,0.0
1488,55.381,0.0
1489,55.316,0.0
1490,55.059,0.0
1491,54.801,0.0
1492,54.575,0.0
1493,54.35,0.0
1494,54.156,0.0
1495,54.092,0.0
1496,53.834,0.0
1497,53.673,0.0
1498,53.286,0.0
1499,53.125,0.0
1500,53.093,0.0
1501,52.803,0.0
1502,52.48,0.0
1503,52.223,0.0
1504,52.158,0.0
1505,51.836,0.0
1506,51.643,0.0
1507,51.514,0.0
1508,51.256,0.0
1509,51.063,0.0
1510,50.869,0.0
1511,50.644,0.0
1512,50.515,0.0
1513,50.257,0.0
1514,50.257,0.0
1515,49.902,0.0
1516,49.87,0.0
1517,49.58,0.0
1518,49.29,0.0
1519,49.29,0.0
1520,49.064,0.0
1521,48.936,0.0
1522,48.742,0.0
1523,48.613,0.0
1524,48.291,0.0
1525,48.065,0.0
1526,47.969,0.0
1527,47.711,0.0
1528,47.646,0.0
1529,47.324,0.0
1530,47.131,0.0
1531,47.002,0.0
1532,46.647,0.0
1533,46.519,0.0
1534,46.357,0.0
1535,46.067,0.0
1536,46.003,0.0
1537,45.681,0.0
1538,45.391,0.0
1539,45.326,0.0
1540,45.068,0.0
1541,45.004,0.0
1542,44.746,0.0
1543,44.682,0.0
1544,44.488,0.0
1545,44.424,0.0
1546,44.102,0.0
1547,44.102,0.0
1548,43.812,0.0
1549,43.747,0.0
1550,43.457,0.0
1551,43.457,0.0
1552,43.135,0.0
1553,43.006,0.0
1554,42.813,0.0
1555,42.748,0.0
1556,42.555,0.0
1557,42.394,0.0
1558,42.168,0.0
1559,42.007,0.0
1560,41.846,0.0
1561,41.813,0.0
1562,41.523,0.0
1563,41.362,0.0
1564,41.201,0.0
1565,41.104,0.0
1566,40.879,0.0
1567,40.911,0.0
1568,40.557,0.0
1569,40.524,0.0
1570,40.299,0.0
1571,39.977,0.0
1572,39.912,0.0
1573,39.751,0.0
1574,39.558,0.0
1575,39.268,0.0
1576,39.268,0.0
1577,38.945,0.0
1578,38.945,0.0
1579,38.688,0.0
1580,38.623,0.0
1581,38.333,0.0
1582,38.301,0.0
1583,38.043,0.0
1584,37.979,0.0
1585,37.656,0.0
1586,37.656,0.0
1587,37.431,0.0
1588,37.334,0.0
1589,37.173,0.0
1590,37.012,0.0
1591,36.818,0.0
1592,36.689,0.0
1593,36.593,0.0
1594,36.367,0.0
1595,36.335,0.0
1596,36.045,0.0
1597,36.045,0.0
1598,35.723,0.0
1599,35.723,0.0
1600,35.594,0.0
1601,35.4,0.0
1602,35.4,0.0
1603,35.368,0.0
1604,35.078,0.0
1605,35.078,0.0
1606,34.981,0.0
1607,34.756,0.0
1608,34.756,0.0
1609,34.53,0.0
1610,34.434,0.0
1611,34.434,0.0
1612,34.272,0.0
1613,34.176,0.0
1614,34.111,0.0
1615,33.918,0.0
1616,33.789,0.0
1617,33.789,0.0
1618,33.628,0.0
1619,33.499,0.0
1620,33.467,0.0
1621,33.306,0.0
1622,33.177,0.0
1623,33.145,0.0
1624,33.016,0.0
1625,32.919,0.0
1626,32.822,0.0
1627,32.79,0.0
1628,32.5,0.0
1629,32.5,0.0
1630,32.5,0.0
1631,32.242,0.0
1632,32.178,0.0
1633,31.984,0.0
1634,31.855,0.0
1635,31.823,0.0
1636,31.63,0.0
1637,31.533,0.0
1638,31.501,0.0
1639,31.275,0.0
1640,31.211,0.0
1641,31.211,0.0
1642,31.211,0.0
1643,30.985,0.0
1644,30.889,0.0
1645,30.856,0.0
1646,30.856,0.0
1647,30.599,0.0
1648,30.566,0.0
1649,30.566,0.0
1650,30.276,0.0
1651,30.244,0.0
1652,30.244,0.0
1653,30.147,0.0
1654,29.922,0.0
1655,29.922,0.0
1656,29.922,0.0
1657,29.793,0.0
1658,29.632,0.0
1659,29.6,0.0
1660,29.6,0.0
1661,29.374,0.0
1662,29.277,0.0
1663,29.277,0.0
1664,29.277,0.0
1665,29.02,0.0
1666,29.02,0.0
1667,28.987,0.0
1668,28.955,0.0
1669,28.826,0.0
1670,28.633,0.0
1671,28.633,0.0
1672,28.568,0.0
1673,28.504,0.0
1674,28.407,0.0
1675,28.343,0.0
1676,28.311,0.0
1677,28.311,0.0
1678,28.278,0.0
1679,28.053,0.0
1680,27.988,0.0
1681,27.988,0.0
1682,27.988,0.0
1683,27.73,0.0
1684,27.698,0.0
1685,27.666,0.0
1686,27.666,0.0
1687,27.666,0.0
1688,27.602,0.0
1689,27.44,0.0
1690,27.344,0.0
1691,27.344,0.0
1692,27.344,0.0
1693,27.376,0.0
1694,27.183,0.0
1695,27.118,0.0
1696,27.021,0.0
1697,27.021,0.0
1698,27.021,0.0
1699,27.021,0.0
1700,27.021,0.0
1701,26.925,0.0
1702,26.764,0.0
1703,26.699,0.0
1704,26.699,0.0
1705,26.699,0.0
1706,26.699,0.0
1707,26.538,0.0
1708,26.635,0.0
1709,26.441,0.0
1710,26.409,0.0
1711,26.377,0.0
1712,26.345,0.0
1713,26.248,0.0
1714,26.087,0.0
1715,26.055,0.0
1716,26.022,0.0
1717,25.958,0.0
1718,25.958,0.0
1719,25.765,0.0
1720,25.797,0.0
1721,25.732,0.0
1722,25.7,0.0
1723,25.507,0.0
1724,25.829,1.0
1725,25.829,1.0
1726,25.99,1.0
1727,25.861,1.0
1728,24.733,1.0
1729,25.861,1.0
1730,25.829,1.0
1731,25.571,1.0
1732,25.7,1.0
1733,25.668,1.0
1734,25.668,1.0
1735,25.732,1.0
1736,25.668,1.0
1737,25.668,1.0
1738,25.99,1.0
1739,25.732,1.0
1740,26.087,1.0
1741,26.087,1.0
1742,25.732,1.0
1743,26.119,1.0
1744,26.248,1.0
1745,26.216,1.0
1746,26.699,1.0
1747,26.409,1.0
1748,26.506,1.0
1749,26.925,1.0
1750,26.957,1.0
1751,27.054,1.0
1752,27.215,1.0
1753,27.376,1.0
1754,27.473,1.0
1755,27.763,1.0
1756,27.827,1.0
1757,27.73,1.0
1758,28.214,1.0
1759,28.407,1.0
1760,28.375,1.0
1761,28.601,1.0
1762,28.762,1.0
1763,28.955,1.0
1764,29.148,1.0
1765,29.406,1.0
1766,29.761,1.0
1767,29.793,1.0
1768,29.857,1.0
1769,30.276,1.0
1770,30.534,1.0
1771,30.663,1.0
1772,30.953,1.0
1773,31.114,1.0
1774,31.243,1.0
1775,31.437,1.0
1776,31.565,1.0
1777,31.791,1.0
1778,31.952,1.0
1779,32.21,1.0
1780,32.371,1.0
1781,32.532,1.0
1782,32.854,1.0
1783,33.016,1.0
1784,33.209,1.0
1785,33.273,1.0
1786,33.596,1.0
1787,33.66,1.0
1788,33.886,1.0
1789,33.95,1.0
1790,34.24,1.0
1791,34.53,1.0
1792,34.691,1.0
1793,34.917,1.0
1794,35.336,1.0
1795,35.207,1.0
1796,35.626,1.0
1797,35.948,1.0
1798,36.174,1.0
1799,36.174,1.0
1800,36.432,1.0
1801,36.754,1.0
1802,36.915,1.0
1803,36.947,1.0
1804,37.27,1.0
1805,37.527,1.0
1806,37.688,1.0
1807,37.817,1.0
1808,37.914,1.0
1809,37.979,1.0
1810,38.269,1.0
1811,38.494,1.0
1812,38.816,1.0
1813,38.688,1.0
1814,39.106,1.0
1815,39.364,1.0
1816,39.493,1.0
1817,39.461,1.0
1818,39.719,1.0
1819,39.977,1.0
1820,39.977,1.0
1821,40.331,1.0
1822,40.46,1.0
1823,40.428,1.0
1824,40.492,1.0
1825,40.814,1.0
1826,40.879,1.0
1827,40.976,1.0
1828,41.04,1.0
1829,41.362,1.0
1830,41.556,1.0
1831,41.556,1.0
1832,41.685,1.0
1833,41.975,1.0
1834,42.039,1.0
1835,42.071,1.0
1836,42.329,1.0
1837,42.458,1.0
1838,42.458,1.0
1839,42.522,1.0
1840,42.909,1.0
1841,43.07,1.0
1842,43.038,1.0
1843,43.393,1.0
1844,43.715,1.0
1845,43.586,1.0
1846,43.844,1.0
1847,44.005,1.0
1848,44.198,1.0
1849,44.263,1.0
1850,44.553,1.0
1851,44.649,1.0
1852,44.939,1.0
1853,44.811,1.0
1854,45.197,1.0
1855,45.294,1.0
1856,45.552,1.0
1857,45.552,1.0
1858,45.906,1.0
1859,46.1,1.0
1860,45.971,1.0
1861,46.196,1.0
1862,46.261,1.0
1863,46.132,1.0
1864,46.647,1.0
1865,46.809,1.0
1866,46.841,1.0
1867,47.163,1.0
1868,47.163,1.0
1869,47.485,1.0
1870,47.614,1.0
1871,47.711,1.0
1872,47.614,1.0
1873,47.937,1.0
1874,48.227,1.0
1875,48.388,1.0
1876,48.355,1.0
1877,48.613,1.0
1878,48.807,1.0
1879,48.968,1.0
1880,48.742,1.0
1881,49.161,1.0
1882,49.226,1.0
1883,49.161,1.0
1884,49.612,1.0
1885,49.612,1.0
1886,49.677,1.0
1887,49.838,1.0
1888,49.902,1.0
1889,49.967,1.0
1890,50.192,1.0
1891,50.031,1.0
1892,50.354,1.0
1893,50.321,1.0
1894,50.45,1.0
1895,50.289,1.0
1896,50.547,1.0
1897,50.708,1.0
1898,50.611,1.0
1899,50.998,1.0
1900,50.869,1.0
1901,50.934,1.0
1902,50.837,1.0
1903,51.03,1.0
1904,51.256,1.0
1905,51.288,1.0
1906,51.385,1.0
1907,51.32,1.0
1908,51.578,1.0
1909,51.481,1.0
1910,51.514,1.0
1911,51.9,1.0
1912,51.9,1.0
1913,52.062,1.0
1914,51.9,1.0
1915,51.997,1.0
1916,52.094,1.0
1917,51.997,1.0
1918,52.384,1.0
1919,52.223,1.0
1920,52.287,1.0
1921,52.352,1.0
1922,52.448,1.0
1923,52.513,1.0
1924,52.609,1.0
1925,52.352,1.0
1926,52.48,1.0
1927,52.642,1.0
1928,52.609,1.0
1929,52.738,1.0
1930,52.964,1.0
1931,52.899,1.0
1932,52.964,1.0
1933,52.867,1.0
1934,52.835,1.0
1935,53.061,1.0
1936,52.932,1.0
1937,53.125,1.0
1938,53.318,1.0
1939,53.351,1.0
1940,53.254,1.0
1941,53.318,1.0
1942,53.415,1.0
1943,53.512,1.0
1944,53.737,1.0
1945,53.737,1.0
1946,53.834,1.0
1947,53.931,1.0
1948,53.995,1.0
1949,54.382,1.0
1950,54.221,1.0
1951,54.317,1.0
1952,54.479,1.0
1953,54.511,1.0
1954,54.575,1.0
1955,54.575,1.0
1956,54.801,1.0
1957,54.736,1.0
1958,55.091,1.0
1959,54.994,1.0
1960,55.252,1.0
1961,55.188,1.0
1962,55.252,1.0
1963,55.381,1.0
1964,55.188,1.0
1965,55.413,1.0
1966,55.478,1.0
1967,55.51,1.0
1968,55.8,1.0
1969,55.51,1.0
1970,55.51,1.0
1971,55.606,1.0
1972,55.8,1.0
1973,55.349,1.0
1974,55.832,1.0
1975,55.8,1.0
1976,55.703,1.0
1977,55.896,1.0
1978,55.896,1.0
1979,55.832,1.0
1980,55.929,1.0
1981,55.832,1.0
1982,56.058,1.0
1983,56.154,1.0
1984,55.896,0.0
1985,56.058,0.0
1986,56.219,0.0
1987,56.348,0.0
1988,56.187,0.0
1989,56.154,0.0
1990,56.219,0.0
1991,56.283,0.0
1992,56.283,0.0
1993,56.09,0.0
1994,56.187,0.0
1995,56.058,0.0
1996,56.025,0.0
1997,56.025,0.0
1998,55.961,0.0
1999,55.896,0.0
2000,55.8,0.0
2001,55.768,0.0
2002,55.671,0.0
2003,55.671,0.0
2004,55.381,0.0
2005,55.381,0.0
2006,55.284,0.0
2007,55.059,0.0
2008,54.994,0.0
2009,54.736,0.0
2010,54.736,0.0
2011,54.446,0.0
2012,54.414,0.0
2013,54.414,0.0
2014,54.414,0.0
2015,54.156,0.0
2016,54.124,0.0
2017,54.092,0.0
2018,54.027,0.0
2019,53.866,0.0
2020,53.77,0.0
2021,53.802,0.0
2022,53.608,0.0
2023,53.447,0.0
2024,53.447,0.0
2025,53.157,0.0
2026,53.125,0.0
2027,52.899,0.0
2028,52.738,0.0
2029,52.48,0.0
2030,52.448,0.0
2031,52.158,0.0
2032,52.126,0.0
2033,51.836,0.0
2034,51.578,0.0
2035,51.514,0.0
2036,51.256,0.0
2037,50.998,0.0
2038,50.869,0.0
2039,50.837,0.0
2040,50.547,0.0
2041,50.257,0.0
2042,50.257,0.0
2043,49.902,0.0
2044,49.806,0.0
2045,49.58,0.0
2046,49.516,0.0
2047,49.29,0.0
2048,49.064,0.0
2049,48.936,0.0
2050,48.742,0.0
2051,48.613,0.0
2052,48.484,0.0
2053,48.227,0.0
2054,47.969,0.0
2055,47.679,0.0
2056,47.614,0.0
2057,47.324,0.0
2058,47.099,0.0
2059,46.905,0.0
2060,46.68,0.0
2061,46.519,0.0
2062,46.357,0.0
2063,46.1,0.0
2064,46.067,0.0
2065,45.713,0.0
2066,45.455,0.0
2067,45.358,0.0
2068,45.068,0.0
2069,44.778,0.0
2070,44.714,0.0
2071,44.424,0.0
2072,44.198,0.0
2073,44.102,0.0
2074,43.973,0.0
2075,43.747,0.0
2076,43.457,0.0
2077,43.264,0.0
2078,43.135,0.0
2079,42.813,0.0
2080,42.78,0.0
2081,42.716,0.0
2082,42.49,0.0
2083,42.458,0.0
2084,42.297,0.0
2085,42.168,0.0
2086,41.846,0.0
2087,41.846,0.0
2088,41.362,0.0
2089,41.523,0.0
2090,41.362,0.0
2091,41.201,0.0
2092,41.04,0.0
2093,40.879,0.0
2094,40.653,0.0
2095,40.557,0.0
2096,40.267,0.0
2097,40.202,0.0
2098,39.944,0.0
2099,39.912,0.0
2100,39.622,0.0
2101,39.622,0.0
2102,39.042,0.0
2103,39.235,0.0
2104,38.978,0.0
2105,38.945,0.0
2106,38.816,0.0
2107,38.623,0.0
2108,38.462,0.0
2109,38.397,0.0
2110,38.301,0.0
2111,38.043,0.0
2112,37.979,0.0
2113,37.882,0.0
2114,37.656,0.0
2115,37.656,0.0
2116,37.624,0.0
2117,37.366,0.0
2118,37.302,0.0
2119,37.108,0.0
2120,37.012,0.0
2121,36.947,0.0
2122,36.754,0.0
2123,36.657,0.0
2124,36.432,0.0
2125,36.367,0.0
2126,36.303,0.0
2127,36.109,0.0
2128,36.045,0.0
2129,35.98,0.0
2130,35.819,0.0
2131,35.69,0.0
2132,35.465,0.0
2133,35.433,0.0
2134,35.207,0.0
2135,35.078,0.0
2136,34.949,0.0
2137,34.82,0.0
2138,34.659,0.0
2139,34.434,0.0
2140,34.434,0.0
2141,34.369,0.0
2142,34.176,0.0
2143,34.111,0.0
2144,33.982,0.0
2145,33.789,0.0
2146,33.789,0.0
2147,33.628,0.0
2148,33.499,0.0
2149,33.467,0.0
2150,33.402,0.0
2151,33.338,0.0
2152,33.145,0.0
2153,33.209,0.0
2154,33.112,0.0
2155,32.854,0.0
2156,32.822,0.0
2157,32.79,0.0
2158,32.532,0.0
2159,32.532,0.0
2160,32.532,0.0
2161,32.436,0.0
2162,32.274,0.0
2163,32.178,0.0
2164,32.081,0.0
2165,31.952,0.0
2166,31.855,0.0
2167,31.855,0.0
2168,31.598,0.0
2169,31.533,0.0
2170,31.565,0.0
2171,31.275,0.0
2172,31.211,0.0
2173,31.114,0.0
2174,30.856,0.0
2175,30.889,0.0
2176,30.76,0.0
2177,30.566,0.0
2178,30.566,0.0
2179,30.47,0.0
2180,30.341,0.0
2181,30.276,0.0
2182,30.18,0.0
2183,29.922,0.0
2184,29.922,0.0
2185,29.922,0.0
2186,29.89,0.0
2187,29.6,0.0
2188,29.6,0.0
2189,29.6,0.0
2190,29.503,0.0
2191,29.342,0.0
2192,29.342,0.0
2193,29.277,0.0
2194,29.213,0.0
2195,29.02,0.0
2196,28.955,0.0
2197,28.955,0.0
2198,28.923,0.0
2199,28.729,0.0
2200,28.633,0.0
2201,28.633,0.0
2202,28.601,0.0
2203,28.472,0.0
2204,28.407,0.0
2205,28.311,0.0
2206,28.311,0.0
2207,28.085,0.0
2208,28.021,0.0
2209,27.988,0.0
2210,27.956,0.0
2211,27.892,0.0
2212,27.666,0.0
2213,27.698,0.0
2214,27.666,0.0
2215,27.666,0.0
2216,27.569,0.0
2217,27.408,0.0
2218,27.344,0.0
2219,27.344,0.0
2220,27.344,0.0
2221,27.344,0.0
2222,27.312,0.0
2223,27.505,1.0
2224,27.666,1.0
2225,27.602,1.0
2226,27.408,1.0
2227,27.44,1.0
2228,27.569,1.0
2229,27.247,1.0
2230,27.279,1.0
2231,27.312,1.0
2232,27.183,1.0
2233,27.376,1.0
2234,27.15,1.0
2235,27.312,1.0
2236,27.344,1.0
2237,27.054,1.0
2238,27.376,1.0
2239,27.44,1.0
2240,27.473,1.0
2241,27.408,1.0
2242,27.505,1.0
2243,27.505,1.0
2244,27.795,1.0
2245,27.859,1.0
2246,27.73,1.0
2247,27.988,1.0
2248,28.053,1.0
2249,28.021,1.0
2250,28.278,1.0
2251,28.439,1.0
2252,28.504,1.0
2253,28.568,1.0
2254,28.665,1.0
2255,28.891,1.0
2256,29.116,1.0
2257,29.02,1.0
2258,29.374,1.0
2259,29.503,1.0
2260,29.471,1.0
2261,29.761,1.0
2262,29.922,1.0
2263,30.051,1.0
2264,30.373,1.0
2265,30.405,1.0
2266,30.502,1.0
2267,30.889,1.0
2268,31.114,1.0
2269,30.985,1.0
2270,31.404,1.0
2271,31.63,1.0
2272,31.727,1.0
2273,31.952,1.0
2274,32.113,1.0
2275,32.307,1.0
2276,32.403,1.0
2277,32.79,1.0
2278,33.048,1.0
2279,32.822,1.0
2280,33.306,1.0
2281,33.499,1.0
2282,33.467,1.0
2283,33.886,1.0
2284,34.111,1.0
2285,34.337,1.0
2286,34.466,1.0
2287,34.724,1.0
2288,34.853,1.0
2289,35.271,1.0
2290,35.271,1.0
2291,35.433,1.0
2292,35.755,1.0
2293,35.948,1.0
2294,36.109,1.0
2295,36.335,1.0
2296,36.689,1.0
2297,36.657,1.0
2298,36.851,1.0
2299,37.141,1.0
2300,37.302,1.0
2301,37.527,1.0
2302,37.817,1.0
2303,37.946,1.0
2304,38.236,1.0
2305,38.397,1.0
2306,38.43,1.0
2307,38.688,1.0
2308,38.816,1.0
2309,39.074,1.0
2310,39.074,1.0
2311,39.332,1.0
2312,39.364,1.0
2313,39.59,1.0
2314,39.944,1.0
2315,40.105,1.0
2316,40.363,1.0
2317,40.428,1.0
2318,40.524,1.0
2319,40.718,1.0
2320,41.072,1.0
2321,41.427,1.0
2322,41.233,1.0
2323,41.523,1.0
2324,41.749,1.0
2325,42.007,1.0
2326,41.91,1.0
2327,42.297,1.0
2328,42.522,1.0
2329,42.619,1.0
2330,42.813,1.0
2331,43.103,1.0
2332,43.135,1.0
2333,43.264,1.0
2334,43.425,1.0
2335,43.521,1.0
2336,43.457,1.0
2337,43.715,1.0
2338,43.747,1.0
2339,44.037,1.0
2340,44.005,1.0
2341,44.102,1.0
2342,44.327,1.0
2343,44.327,1.0
2344,44.585,1.0
2345,44.617,1.0
2346,44.649,1.0
2347,44.972,1.0
2348,44.875,1.0
2349,45.036,1.0
2350,45.229,1.0
2351,45.358,1.0
2352,45.455,1.0
2353,45.842,1.0
2354,45.777,1.0
2355,45.842,1.0
2356,45.906,1.0
2357,46.261,1.0
2358,46.261,1.0
2359,46.454,1.0
2360,46.519,1.0
2361,46.809,1.0
2362,46.841,1.0
2363,46.809,1.0
2364,47.066,1.0
2365,47.26,1.0
2366,47.55,1.0
2367,47.679,1.0
2368,47.646,1.0
2369,47.808,1.0
2370,47.775,1.0
2371,48.194,1.0
2372,48.259,1.0
2373,48.355,1.0
2374,48.355,1.0
2375,48.388,1.0
2376,48.388,1.0
2377,48.71,1.0
2378,48.871,1.0
2379,48.742,1.0
2380,48.903,1.0
2381,49.161,1.0
2382,49.226,1.0
2383,49.419,1.0
2384,49.451,1.0
2385,49.709,1.0
2386,49.806,1.0
2387,49.773,1.0
2388,49.806,1.0
2389,49.935,1.0
2390,50.031,1.0
2391,50.289,1.0
2392,50.257,1.0
2393,50.257,1.0
2394,50.354,1.0
2395,50.289,1.0
2396,50.515,1.0
2397,50.579,1.0
2398,50.74,1.0
2399,50.611,1.0
2400,50.644,1.0
2401,50.869,1.0
2402,50.869,1.0
2403,51.03,1.0
2404,50.934,1.0
2405,50.998,1.0
2406,51.127,1.0
2407,51.32,1.0
2408,51.449,1.0
2409,51.288,1.0
2410,51.385,1.0
2411,51.481,1.0
2412,51.32,1.0
2413,51.288,1.0
2414,51.481,1.0
2415,51.643,1.0
2416,51.578,1.0
2417,51.739,1.0
2418,52.029,1.0
2419,51.933,1.0
2420,52.126,1.0
2421,52.029,1.0
2422,52.094,1.0
2423,52.255,1.0
2424,52.287,1.0
2425,52.513,1.0
2426,52.545,1.0
2427,52.674,1.0
2428,52.706,1.0
2429,52.964,1.0
2430,52.899,1.0
2431,52.867,1.0
2432,52.867,1.0
2433,52.996,1.0
2434,53.222,1.0
2435,53.157,1.0
2436,53.254,1.0
2437,53.383,1.0
2438,53.254,1.0
2439,53.608,1.0
2440,53.512,1.0
2441,53.447,1.0
2442,53.544,1.0
2443,53.802,1.0
2444,53.898,1.0
2445,53.77,1.0
2446,53.77,1.0
2447,53.866,1.0
2448,54.285,1.0
2449,54.221,1.0
2450,54.188,1.0
2451,54.317,1.0
2452,54.35,1.0
2453,54.511,1.0
2454,54.479,1.0
2455,54.704,1.0
2456,54.64,1.0
2457,54.672,1.0
2458,54.704,1.0
2459,54.736,1.0
2460,54.93,1.0
2461,54.865,1.0
2462,54.833,1.0
2463,55.123,1.0
2464,54.962,1.0
2465,54.833,1.0
2466,54.865,1.0
2467,55.252,1.0
2468,55.059,1.0
2469,55.059,1.0
2470,55.188,1.0
2471,55.026,1.0
2472,55.155,1.0
2473,55.059,1.0
2474,55.22,1.0
2475,55.091,1.0
2476,54.897,1.0
2477,55.123,1.0
2478,55.059,1.0
2479,55.22,1.0
2480,55.188,1.0
2481,55.316,1.0
2482,54.962,0.0
2483,54.994,0.0
2484,55.059,0.0
2485,55.059,0.0
2486,55.155,0.0
2487,55.349,0.0
2488,55.349,0.0
2489,55.349,0.0
2490,55.252,0.0
2491,55.316,0.0
2492,55.284,0.0
2493,55.188,0.0
2494,55.349,0.0
2495,55.059,0.0
2496,55.059,0.0
2497,55.059,0.0
2498,55.091,0.0
2499,55.059,0.0
2500,54.93,0.0
2501,54.801,0.0
2502,54.736,0.0
2503,54.736,0.0
2504,54.672,0.0
2505,54.414,0.0
2506,54.253,0.0
2507,54.221,0.0
2508,54.124,0.0
2509,54.06,0.0
2510,53.802,0.0
2511,53.77,0.0
2512,53.512,0.0
2513,53.447,0.0
2514,53.318,0.0
2515,53.125,0.0
2516,53.125,0.0
2517,52.932,0.0
2518,52.803,0.0
2519,52.803,0.0
2520,52.545,0.0
2521,52.448,0.0
2522,52.158,0.0
2523,52.029,0.0
2524,51.868,0.0
2525,51.804,0.0
2526,51.514,0.0
2527,51.353,0.0
2528,51.191,0.0
2529,50.901,0.0
2530,50.805,0.0
2531,50.547,0.0
2532,50.547,0.0
2533,50.225,0.0
2534,50.031,0.0
2535,49.87,0.0
2536,49.612,0.0
2537,49.354,0.0
2538,49.258,0.0
2539,49.129,0.0
2540,48.936,0.0
2541,48.613,0.0
2542,48.581,0.0
2543,48.291,0.0
2544,48.033,0.0
2545,47.937,0.0
2546,47.646,0.0
2547,47.518,0.0
2548,47.324,0.0
2549,47.099,0.0
2550,46.97,0.0
2551,46.68,0.0
2552,46.357,0.0
2553,46.196,0.0
2554,46.035,0.0
2555,45.81,0.0
2556,45.713,0.0
2557,45.423,0.0
2558,45.326,0.0
2559,45.068,0.0
2560,45.004,0.0
2561,44.746,0.0
2562,44.488,0.0
2563,44.424,0.0
2564,44.166,0.0
2565,44.102,0.0
2566,43.876,0.0
2567,43.779,0.0
2568,43.683,0.0
2569,43.457,0.0
2570,43.393,0.0
2571,43.135,0.0
2572,43.038,0.0
2573,42.813,0.0
2574,42.78,0.0
2575,42.522,0.0
2576,42.49,0.0
2577,42.232,0.0
2578,42.136,0.0
2579,41.91,0.0
2580,41.846,0.0
2581,41.62,0.0
2582,41.491,0.0
2583,41.104,0.0
2584,41.137,0.0
2585,40.976,0.0
2586,40.847,0.0
2587,40.589,0.0
2588,40.557,0.0
2589,40.234,0.0
2590,40.234,0.0
2591,40.041,0.0
2592,39.912,0.0
2593,39.783,0.0
2594,39.59,0.0
2595,39.461,0.0
2596,39.364,0.0
2597,39.268,0.0
2598,38.978,0.0
2599,38.945,0.0
2600,38.72,0.0
2601,38.623,0.0
2602,38.397,0.0
2603,38.301,0.0
2604,38.236,0.0
2605,37.979,0.0
2606,37.979,0.0
2607,37.817,0.0
2608,37.656,0.0
2609,37.624,0.0
2610,37.334,0.0
2611,37.334,0.0
2612,37.141,0.0
